"Id";"Type";"Nature";"Caracteristique"
6692;"vêtement";"haumuce";
6693;"mobilier";"coussin";
6694;"vêtement";"haumuce";"double"
6695;"vêtement";"haumuce";
6696;"tête";"chausses";
6697;"sous vêtement";"chausses";
6698;"vêtement";"robe";"de mai"
6699;"ajusté";"pourpoint";
6700;"vêtement";"robe";"freppé à aiguillette doré"
6701;"vêtement";"robe";"de chasse"
6702;"vêtement";"haumuce";
6703;"sous vêtement";"chausses";
6704;"ajusté";"pourpoint";
6705;"ajusté";"pourpoint";
6706;"parure";"gant";
6707;"sous vêtement";"chemise";
6708;"tête";"chapeau de plume";
6709;"extérieur";"cloche";
6710;"intérieur";"cote";
6711;"tête";"chaperon";"grand"
6712;"militaire";"bannière";"grand"
6713;"militaire";"bannière";"armes 8"
6714;"militaire";"pennon";"armes 8"
6715;"vêtement";"robe";
6716;"extérieur";"mantel";
6717;"tête";"chaperon";
6718;"ajusté";"pourpoint";
6719;"cheval";"garnison de selle";
6720;"parure";"mitaine";
6721;"parure";"mitaine";
6722;"religieux";"chape";"armes de Saint Maurice"
6723;"broderie";"écusson";"armes de 8 et marie"
6724;"parure";"gant";
6725;"sous vêtement";"chausses";
6726;"tête";"chaperon";
6727;"vêtement";"robe";
6728;"tête";"chaperon";
6729;"vêtement";"robe";
6730;"cheval";"garnison";
6731;"vêtement";"robe";
6732;"tête";"chaperon";
6733;"parure";"mitaine";
6734;"ajusté";"gipon";
6735;"ajusté";"gipon";
6736;"Chien";"paillasse";
6737;"vêtement";"robe";"brodé de faucons"
6738;"vêtement";"robe";"brodé"
6739;"cheval";"garnison de selle";
6740;"vêtement";"robe";
6741;"tête";"chaperon";
6742;"vêtement";"robe";"double"
6743;"tête";"chaperon";
6744;"vêtement";"robe";"court"
6745;"vêtement";"robe";"long"
6746;"tête";"chaperon";
6747;"vêtement";"robe";
6748;"sous vêtement";"chausses";
6749;"vêtement";"chaperon";
6750;"vêtement";"robe";
6751;"tête";"chaperon";
6752;"parure";"mitaine";
6753;"autre";"emballage";
6754;"parure";"chausson";
6755;"sous vêtement";"chausses";
6756;"vêtement";"robe";
6757;"vêtement";"robe";"brodé de lacs"
6758;"tête";"bonet pour la couronne";
6759;"sous vêtement";"chausses";
6760;"mobilier";"tenture";"dites aux lions"
6761;"mobilier";"tenture";"au faucon"
6762;"sous vêtement";"chausses";
6763;"ajusté";"pourpoint";
6764;"ajusté";"pourpoint";"à giserant d'acier"
6765;"vêtement";"robe";"de nuit long"
6766;"vêtement";"robe";"double"
6767;"tête";"chaperon";
6768;"vêtement";"robe";"double freppé"
6769;"extérieur";"cloche";"double"
6770;"tête";"chapeau";"de buche neuf"
6771;"cheval";"garnison";"à faucon et paillette"
6772;"extérieur";"huque";"brodé de noeud"
6773;"militaire";"banderette";"armes 8"
6774;"vêtement";"veste";
6775;"extérieur";"mantel";
6776;"vêtement";"robe";"de nuit"
6777;"sous vêtement";"chausses";
6778;"militaire";"arnais de joute";
6779;"vêtement";"haumuce";"double"
6780;"broderie";"faucon";
6781;"intérieur";"cote";
6782;"vêtement";"robe";"grand"
6783;"sous vêtement";"chausses";
6784;"vêtement";"robe";
6785;"sous vêtement";"chausses";
6786;"extérieur";"huque";
6787;"mobilier";"paillasse";
6788;"parure";"aiguillette";
6789;"militaire";"arnais de joute";
6790;"vêtement";"robe";
6791;"parure";"gant";"double"
6792;"religieux";"diaque";
6793;"religieux";"subdiaque";
6794;"vêtement";"robe";
6795;"sous vêtement";"chausses";
6796;"vêtement";"robe";
6797;"ajusté";"gipon";
6798;"vêtement";"robe";
6799;"tête";"chaperon";
6800;"extérieur";"chape";
6801;"ajusté";"gipon";
6802;"ajusté";"gipon";
6803;"ajusté";"gipon";
6804;"vêtement";"robe";
6805;"vêtement";"robe";
6806;"mobilier";"couverture";"armes 8"
6807;"vêtement";"veste";
6808;"autre";"emballage";
6809;"vêtement";"veste";
6810;"mobilier";"douceret";
6811;"mobilier";"coussin";
6812;"militaire";"couverte de salade";
6813;"mobilier";"couverte de chambre";
6814;"mobilier";"chambre";
6815;"mobilier";"courtine";
6816;"vêtement";"robe";
6817;"tête";"chaperon";"double"
6818;"cheval";"garnison";"devise A8"
6819;"cheval";"garnison";
6820;"militaire";"bacinet";
6821;"vêtement";"robe";"brodé"
6822;"parure";"aiguillette";
6823;"parure";"plume";"garni d'or"
6824;"autre";"serpillère";
6825;"autre";"emballage";
6826;"broderie";"faucon";
6827;"parure";"moufle";
6828;"mobilier";"couverture";
6829;"vêtement";"veste";
6830;"vêtement";"veste";
6831;"tête";"chapeau";
6832;"sous vêtement";"chausses";
6833;"sous vêtement";"chausses";
6834;"religieux";"orfroy";"12 apôtres"
6835;"religieux";"robe";
6836;"religieux";"robe";
6837;"vêtement";"robe";
6838;"vêtement";"robe";
6839;"vêtement";"robe";
6840;"parure";"aiguillette";
6841;"autre";;
6842;"broderie";"faucon";
6843;"vêtement";"veste";
6844;"sous vêtement";"chausses";
6845;"tête";"chaperon";
6846;"ajusté";"gipon";
6847;"sous vêtement";"chemise";
6848;"vêtement";"veste";
6849;"vêtement";"veste";
6850;"parure";"gant";
6851;"sous vêtement";"chausses";
6852;"ajusté";"gipon";
6853;"vêtement";"veste";
6854;"vêtement";"veste";
6855;"vêtement";"veste";
6856;"vêtement";"veste";
6857;"vêtement";"veste";
6858;"vêtement";"veste";
6859;"autre";"emballage";
6860;"vêtement";"veste";
6861;"vêtement";"veste";
6862;"vêtement";"veste";
6863;"vêtement";"veste";
6864;"extérieur";"cloche";
6865;"vêtement";"veste";
6866;"ajusté";"gipon";
6867;"vêtement";"veste";
6868;"vêtement";"veste";
6869;"vêtement";"veste";
6870;"vêtement";"veste";
6871;"ajusté";"gipon";
6872;"sous vêtement";"chausses";
6873;"tête";"chaperon";
6874;"religieux";"habit";
6875;"vêtement";"veste";
6876;"religieux";"couverture d'autel";"à croix blanche"
6877;"vêtement";"veste";
6878;"vêtement";"robe";
6879;"autre";"emballage";
6880;"vêtement";"veste";
6881;"mobilier";"fenêtre";
6882;"mobilier";"fenêtre";
6883;"mobilier";"fenêtre";
6884;"mobilier";"fenêtre";
6885;"mobilier";"fenêtre";
6886;"ajusté";"gipon";
6887;"vêtement";"veste";
6888;"vêtement";"veste";
6889;"vêtement";"veste";
6890;"mobilier";"couverture";
6891;"vêtement";"veste";
6892;"vêtement";"veste";
6893;"vêtement";"veste";
6894;"vêtement";"veste";
6895;"vêtement";"veste";
6896;"vêtement";"veste";
6897;"mobilier";"couverture d'autel";
6898;"extérieur";"cloche";
6899;"ajusté";"gipon";
6900;"tête";"chaperon";
6901;"sous vêtement";"chausses";
6902;"parure";"manche";
6903;"vêtement";"veste";
6904;"vêtement";"veste";
6905;"mobilier";"fenêtre";
6906;"vêtement";"robe";
6907;"sous vêtement";"chausses";
6908;"vêtement";"robe";
6909;"sous vêtement";"chausses";
6910;"vêtement";"robe";
6911;"sous vêtement";"chausses";
6912;"sous vêtement";"chausses";
6913;"mobilier";"couverture";
6914;"cheval";"couverture de cheval";
6915;"vêtement";"veste";
6916;"religieux";"chassuble";
6917;"religieux";"tunique";
6918;"religieux";"dalmatique";
6919;"religieux";"chape";
6920;"vêtement";"robe";
6921;"tête";"chaperon";
6922;"sous vêtement";"chausses";
6923;"vêtement";"robe";
6924;"sous vêtement";"chausses";
6925;"sous vêtement";"chausses";
6926;"mobilier";"coussin";
6927;"vêtement";"robe";
6928;"vêtement";"robe";
6929;"vêtement";"robe";"brodé"
6930;"vêtement";"robe";"freppé"
6931;"vêtement";"robe";"grand"
6932;"tête";"chaperon";"grand"
6933;"extérieur";"mantel";"grand"
6934;"vêtement";"robe";
6935;"tête";"chaperon";
6936;"parure";"aiguillette";"de paris"
6937;"parure";"mitaine";
6938;"autre";"sac";
6939;"tête";"barete";
6940;"parure";"chausson";
6941;"parure";"chausson";"à mettre sur estivaux"
6942;"ajusté";"gipon";
6943;"vêtement";"veste";
6944;"mobilier";"fenêtre";
6945;"vêtement";"veste";
6946;"vêtement";"veste";
6947;"mobilier";"fenêtre";
6948;"religieux";"habit";
6949;"vêtement";"veste";
6950;"tête";"chaperon";
6951;"parure";"gant";"à faucon"
6952;"parure";"gant";
6953;"vêtement";"veste";
6954;"mobilier";"tapis de compte";
6955;"vêtement";"veste";
6956;"vêtement";"veste";
6957;"vêtement";"robe";
6958;"vêtement";"robe";
6959;"vêtement";"robe";
6960;"vêtement";"robe";
6961;"vêtement";"robe";
6962;"tête";"chaperon";
6963;"tête";"chaperon";
6964;"militaire";"cote d'arme";"armes 8"
6965;"vêtement";"robe";
6966;"sous vêtement";"chausses";
6967;"autre";"gant";
6968;"tête";"bonet pour la couronne";
6969;"sous vêtement";"chausses";
6970;"ajusté";"gipon";
6971;"ajusté";"gipon";
6972;"cheval";"couverture de selle";
6973;"parure";"gant";
6974;"vêtement";"veste";
6975;"extérieur";"mantel";
6976;"extérieur";"cloche";"double"
6977;"vêtement";"veste";
6978;"vêtement";"veste";
6979;"vêtement";"veste";
6980;"vêtement";"robe";
6981;"tête";"chaperon";
6982;"vêtement";"robe";
6983;"vêtement";"robe";
6984;"extérieur";"mantel";
6985;"vêtement";"robe";
6986;"sous vêtement";"chausses";
6987;"ajusté";"gipon";
6988;"ajusté";"gipon";
6989;"parure";"manche";"boutonné"
6990;"sous vêtement";"chausses";
6991;"extérieur";"huque";
6992;"extérieur";"cloche";"brodé d'orfévrerie"
6993;"sous vêtement";"chausses";
6994;"sous vêtement";"chausses";
6995;"ajusté";"gipon";
6996;"vêtement";"veste";
6997;"ajusté";"gipon";
6998;"vêtement";"veste";
6999;"sous vêtement";"chausses";
7000;"ajusté";"gipon";
7001;"extérieur";"huque";
7002;"sous vêtement";"chausses";
7003;"tête";"chaperon";
7004;"sous vêtement";"chausses";
7005;"extérieur";"huque";
7006;"tête";"chaperon";
7007;"vêtement";"veste";
7008;"tête";"chaperon";
7009;"tête";"chaperon";
7010;"vêtement";"veste";
7011;"vêtement";"veste";
7012;"autre";"emballage";
7013;"vêtement";"veste";"jusqu'à mi-jambe"
7014;"vêtement";"veste";"jusqu'au pieds"
7015;"vêtement";"veste";
7016;"broderie";"broderie";
7017;"broderie";"broderie";
7018;"tête";"barete";
7019;"religieux";"chassuble";
7020;"religieux";"parement d'autel";
7021;"sous vêtement";"chausses";
7022;"vêtement";"robe";
7023;"religieux";"diaque";"brodé"
7024;"religieux";"subdiaque";"brodé"
7025;"broderie";"broderie";
7026;"broderie";"faucon";
7027;"militaire";"bandière";"brodé"
7028;"mobilier";"chambre";"brodé de chapeaux"
7029;"vêtement";"robe";
7030;"vêtement";"veste";
7031;"vêtement";"veste";
7032;"vêtement";"veste";
7033;"tête";"cornette";
7034;"vêtement";"veste";
7035;"sous vêtement";"chausses";
7036;"vêtement";"veste";
7037;"tête";"chapeau de til";
7038;"vêtement";"veste";
7039;"religieux";"chape";"devise A8"
7040;"vêtement";"robe";
7041;"ajusté";"gipon";
7042;"extérieur";"cloche";
7043;"broderie";"broderie";
7044;"broderie";"broderie";
7045;"vêtement";"robe";
7046;"parure";"manche";
7047;"tête";"chaperon";
7048;"mobilier";"linceul";
7049;"mobilier";"coussin";
7050;"parure";"gant";
7051;"parure";"aiguillette";
7052;"parure";"gant";
7053;"sous vêtement";"chausses";
7054;"vêtement";"robe";"manche brodé nœud perle"
7055;"ajusté";"jaque";
7056;"parure";"devise";
7057;"sous vêtement";"chausses";
7058;"tête";"chaperon";
7059;"vêtement";"robe";
7060;"vêtement";"robe";
7061;"autre";"emballage";
7062;"vêtement";"robe";
7063;"vêtement";"robe";"brodé"
7064;"vêtement";"robe";
7065;"vêtement";"robe";
7066;"vêtement";"robe";
7067;"tête";"bonet";
7068;"vêtement";"robe";
7069;"vêtement";"robe";
7070;"parure";"aiguillette";
7071;"parure";"gant";
7072;"ajusté";"gipon";
7073;"sous vêtement";"chausses";
7074;"vêtement";"robe";
7075;"vêtement";"robe";
7076;"tête";"chaperon";
7077;"parure";"aiguillette";
7078;"vêtement";"robe";
7079;"sous vêtement";"chausses";
7080;"tête";"chaperon";
7081;"intérieur";"robe";"freppé à dancer"
7082;"tête";"chaperon à dancer";"freppé"
7083;"vêtement";"robe";"de mai brodé à devise 8"
7084;"tête";"chaperon";"de mai guise de bretagne"
7085;"vêtement";"robe";
7086;"tête";"chaperon";
7087;"vêtement";"robe";
7088;"extérieur";"mantel";"double"
7089;"vêtement";"robe";
7090;"tête";"chaperon";
7091;"cheval";"garnison";
7092;"vêtement";"robe";"brodé"
7093;"ajusté";"gipon";
7094;"sous vêtement";"chausses";
7095;"tête";"chaperon";
7096;"vêtement";"robe";
7097;"vêtement";"veste";
7098;"mobilier";"inconnue";
7099;"vêtement";"robe";
7100;"vêtement";"robe";
7101;"tête";"chaperon";
7102;"sous vêtement";"pelisson";
7103;"vêtement";"robe";
7104;"tête";"chaperon";
7105;"vêtement";"robe";
7106;"extérieur";"mantel";
7107;"tête";"chaperon";
7108;"vêtement";"robe";
7109;"vêtement";"robe";"manche ouvert"
7110;"vêtement";"robe";
7111;"vêtement";"robe";
7112;"tête";"chapeau";
7113;"tête";"barete";"long"
7114;"ajusté";"pourpoint";
7115;"ajusté";"pourpoint";
7116;"ajusté";"pourpoint";
7117;"sous vêtement";"chausses";
7118;"vêtement";"robe";"de couchier"
7119;"vêtement";"robe";
7120;"vêtement";"robe";
7121;"extérieur";"cloche";
7122;"vêtement";"robe";
7123;"tête";"chaperon";
7124;"vêtement";"robe";
7125;"vêtement";"robe";
7126;"sous vêtement";"chausses";
7127;"religieux";"chassuble";
7128;"religieux";"parement d'autel";
7129;"vêtement";"veste";
7130;"vêtement";"veste";
7131;"vêtement";"veste";
7132;"vêtement";"veste";
7133;"vêtement";"veste";
7134;"vêtement";"veste";"carthusie"
7135;"tête";"chaperon";"carthusie"
7136;"vêtement";"veste";
7137;"parure";"gant";
7138;"vêtement";"veste";
7139;"sous vêtement";"chausses";
7140;"militaire";"bandière pour trompette";
7141;"sous vêtement";"chausses";
7142;"extérieur";"mantel";
7143;"sous vêtement";"chausses";
7144;"sous vêtement";"chausses";
7145;"vêtement";"veste";
7146;"extérieur";"mantel";
7147;"vêtement";"veste";
7148;"tête";"chaperon";
7149;"sous vêtement";"gonelle";
7150;"sous vêtement";"chausses";
7151;"militaire";"banderette de lance";"à noeud"
7152;"broderie";"faucon";
7153;"militaire";"bandière pour trompette";"armes 8"
7154;"religieux";"chasuble";"à orfroi imagé"
7155;"militaire";"étandard";"à noeud"
7156;"militaire";"cote d'arme";"armes"
7157;"militaire";"bandière pour trompette";"bature"
7158;"militaire";"bandière";
7159;"broderie";"faucon";
7160;"militaire";"bandière pour trompette";"bature"
7161;"vêtement";"robe";
7162;"mobilier";"tenture";"aux moutons"
7163;"religieux";"chasuble";"losange arme A8"
7164;"religieux";"diaque";"brodé"
7165;"religieux";"subdiaque";"brodé"
7166;"religieux";"tunique";"brodé"
7167;"vêtement";"robe";"feuillage"
7168;"ajusté";"gipon";
7169;"religieux";"chasuble";
7170;"religieux";"diaque";
7171;"religieux";"subdiaque";
7172;"vêtement";"robe";
7173;"vêtement";"robe";
7174;"tête";"chaperon";
7175;"vêtement";"robe";
7176;"vêtement";"robe";
7177;"vêtement";"robe";
7178;"vêtement";"robe";
7179;"vêtement";"veste";"brodé d'orfévrerie"
7180;"vêtement";"veste";
7181;"vêtement";"robe";
7182;"vêtement";"robe";"brodé d'orfévrerie et fr"
7183;"sous vêtement";"chausses";
7184;"vêtement";"robe";
7185;"vêtement";"robe";
7186;"tête";"chaperon";
7187;"sous vêtement";"chausses";
7188;"ajusté";"gipon";
7189;"tête";"chaperon";
7190;"sous vêtement";"chausses";
7191;"ajusté";"gipon";"double"
7192;"vêtement";"robe";
7193;"tête";"chaperon";
7194;"extérieur";"cloche";
7195;"vêtement";"robe";"brodé de noeud"
7196;"parure";"mitaine";
7197;"vêtement";"robe";"de couchier"
7198;"vêtement";"robe";
7199;"vêtement";"robe";"petit"
7200;"parure";"gant";
7201;"tête";"chaperon";
7202;"vêtement";"robe";
7203;"vêtement";"robe";
7204;"tête";"chaperon";
7205;"vêtement";"robe";"brodé faucon"
7206;"tête";"chaperon";
7207;"sous vêtement";"chausses";
7208;"vêtement";"robe";
7209;"sous vêtement";"chausses";
7210;"vêtement";"robe";"au faucon"
7211;"vêtement";"robe";"brodé de nœud en perle"
7212;"sous vêtement";"pelisson";
7213;"unknow";"Caton";
7214;"vêtement";"robe";
7215;"vêtement";"robe";
7216;"ajusté";"pourpoint";
7217;"tête";"chapeau de til";
7218;"intérieur";"aumuse";
7219;"intérieur";"aumuse";"à porter de nuit"
7220;"ajusté";"gipon";
7221;"tête";"chapeau de paille";
7222;"tête";"chapeau de til";
7223;"vêtement";"robe";
7224;"vêtement";"robe";
7225;"vêtement";"robe";
7226;"cheval";"garnison";
7227;"intérieur";"cote";
7228;"ajusté";"gipon";
7229;"autre";"chausson de montagne";
7230;"ajusté";"gipon";
7231;"vêtement";"robe";
7232;"vêtement";"robe";
7233;"oautre";"gangt de Fauconnier";
7234;"vêtement";"robe";
7235;"vêtement";"robe";
7236;"vêtement";"robe";
7237;"sous vêtement";"chausses";
7238;"tête";"chaperon";
7239;"vêtement";"robe";
7240;"vêtement";"robe";
7241;"vêtement";"robe";"court"
7242;"tête";"barete";
7243;"vêtement";"robe";
7244;"vêtement";"robe";
7245;"ajusté";"gipon";
7246;"autre";"chausson de montagne";
7247;"militaire";"cote d'arme";
7248;"militaire";"bannière";"armes du prince de Morée"
7249;"vêtement";"robe";
7250;"extérieur";"huque";"brodé"
7251;"religieux";"chasuble";
7252;"religieux";"tunique";
7253;"religieux";"dalmatique";
7254;"religieux";"manipule";
7255;"religieux";"étole";
7256;"religieux";"aube";
7257;"religieux";"amict";
7258;"sous vêtement";"chausses";
7259;"religieux";"vêtement";
7260;"ajusté";"pourpoint";
7261;"ajusté";"pourpoint";
7262;"intérieur";"cote";
7263;"extérieur";"mantel";
7264;"vêtement";"robe";
7265;"vêtement";"robe";
7266;"vêtement";"robe";"double à chevaucher"
7267;"vêtement";"robe";
7268;"extérieur";"mantel";
7269;"vêtement";"robe";
7270;"vêtement";"robe";
7271;"vêtement";"robe";
7272;"sous vêtement";"chausses";
7273;"tête";"chaperon";
7274;"vêtement";"robe";
7275;"vêtement";"robe";
7276;"tête";"chaperon";
7277;"ajusté";"gipon";
7278;"vêtement";"robe";
7279;"tête";"chaperon";
7280;"parure";"manche";
7281;"tête";"chaperon";
7282;"vêtement";"robe";
7283;"parure";"manche";
7284;"tête";"chaperon";
7285;"vêtement";"robe";
7286;"vêtement";"robe";
7287;"vêtement";"robe";
7288;"vêtement";"robe";
7289;"vêtement";"robe";
7290;"ajusté";"gipon";
7291;"tête";"chaperon";
7292;"sous vêtement";"chausses";
7293;"vêtement";"robe";
7294;"vêtement";"robe";
7295;"vêtement";"robe";
7296;"tête";"barete";
7297;"parure";"aiguillette";
7298;"tête";"chapeau";"à ploge"
7299;"extérieur";"mantel";
7300;"ajusté";"gipon";
7301;"sous vêtement";"chausses";
7302;"mobilier";"couverture";
7303;"sous vêtement";"chausses";
7304;"ajusté";"gipon";
7305;"vêtement";"veste";
7306;"vêtement";"veste";
7307;"vêtement";"veste";
7308;"vêtement";"veste";
7309;"vêtement";"veste";
7310;"vêtement";"veste";
7311;"vêtement";"veste";
7312;"vêtement";"veste";
7313;"vêtement";"veste";
7314;"vêtement";"veste";
7315;"vêtement";"veste";
7316;"militaire";"pavillon";
7317;"vêtement";"veste";
7318;"ajusté";"gipon";
7319;"ajusté";"gipon";
7320;"sous vêtement";"chausses";
7321;"vêtement";"veste";
7322;"religieux";"habit";
7323;"parure";"manche";
7324;"vêtement";"veste";
7325;"broderie";"faucon";
7326;"sous vêtement";"chausses";
7327;"vêtement";"veste";
7328;"sous vêtement";"chausses";
7329;"tête";"chaperon";
7330;"moibilier";"bandière";
7331;"cheval";"couverture de cheval";
7332;"ajusté";"gipon";
7333;"sous vêtement";"chausses";
7334;"vêtement";"robe";
7335;"vêtement";"robe";"brodé"
7336;"cheval";"garnison";"brodé de lacs et fert"
7337;"mobilier";"couverture";
7339;"sous vêtement";"chausses";
7340;"extérieur";"mantelet";"brodé"
7341;"vêtement";"robe";"brodé"
7342;"extérieur";"cloche";"long"
7343;"vêtement";"robe";
7344;"vêtement";"robe";"long"
7345;"vêtement";"robe";
7346;"ajusté";"gipon";
7347;"vêtement";"robe";
7348;"vêtement";"robe";
7349;"vêtement";"robe";
7350;"tête";"chaperon";
7351;"sous vêtement";"chausses";
7352;"ajusté";"pourpoint";
7353;"cheval";"garnison";"brodé"
7354;"parure";"mitaine";
7355;"tête";"chaperon";
7356;"extérieur";"cloche";"brodé"
7357;"vêtement";"robe";"brodé"
7358;"broderie";"broderie";
7359;"broderie";"broderie";
7360;"broderie";"broderie";
7361;"religieux";"parement de chapelle";"brodé"
7362;"broderie";"broderie";
7363;"vêtement";"robe";
7364;"vêtement";"robe";
7365;"vêtement";"veste";
7366;"vêtement";"veste";
7367;"vêtement";"veste";
7368;"vêtement";"veste";
7369;"parure";"manche";
7370;"sous vêtement";"chausses";
7371;"vêtement";"veste";
7372;"vêtement";"veste";
7373;"parure";"gant";
7374;"vêtement";"veste";"au faucon"
7375;"ajusté";"gipon";
7376;"sous vêtement";"chausses";
7377;"vêtement";"veste";
7378;"vêtement";"clamide";
7379;"sous vêtement";"chausses";
7380;"vêtement";"veste";
7381;"tête";"chaperon";
7382;"sous vêtement";"chausses";
7383;"parure";"aiguillette";
7384;"vêtement";"veste";
7385;"vêtement";"veste";
7386;"extérieur";"mantel";
7387;"sous vêtement";"chausses";
7388;"vêtement";"veste";
7389;"vêtement";"veste";
7390;"tête";"chaperon";
7391;"sous vêtement";"chausses";
7392;"vêtement";"veste";
7393;"vêtement";"veste";
7394;"tête";"chaperon";
7395;"sous vêtement";"chausses";
7396;"vêtement";"veste";
7397;"vêtement";"veste";
7398;"sous vêtement";"chausses";
7399;"vêtement";"veste";
7400;"extérieur";"mantel";
7401;"parure";"gant";
7402;"vêtement";"robe";"brodé"
7403;"tête";"berret";
7404;"vêtement";"robe";"brodé"
7405;"tête";"chaperon";
7406;"vêtement";"robe";"brodé"
7407;"vêtement";"robe";
7408;"vêtement";"robe";"brodé"
7409;"vêtement";"robe";"brodé"
7410;"vêtement";"robe";
7411;"vêtement";"robe";"brodé"
7412;"tête";"chaperon";
7413;"vêtement";"robe";
7414;"vêtement";"robe";
7415;"vêtement";"veste";
7416;"tête";"chaperon";
7417;"vêtement";"robe";
7418;"ajusté";"gipon";
7419;"vêtement";"veste";
7420;"vêtement";"veste";
7421;"vêtement";"robe";
7422;"tête";"chaperon";
7423;"sous vêtement";"chausses";
7424;"vêtement";"robe";"freppé"
7425;"sous vêtement";"chausses";
7426;"tête";"chaperon";"freppé"
7427;"ajusté";"gipon";
7428;"vêtement";"mantel";
7429;"cheval";"garnison";
7430;"vêtement";"robe";"de mai"
7431;"tête";"chaperon";"de mai"
7432;"vêtement";"robe";"de mai"
7433;"extérieur";"mantelet";
7434;"vêtement";"robe";
7435;"tête";"chapeau de til";
7436;"vêtement";"robe";
7437;"tête";"chausses";
7438;"tête";"chaperon";
7439;"sous vêtement";"chausses";
7440;"sous vêtement";"chausses";
7441;"ajusté";"pourpoint";
7442;"vêtement";"robe";
7443;"ajusté";"gipon";
7444;"extérieur";"cloche";
7445;"vêtement";"robe";
7446;"vêtement";"robe";
7447;"vêtement";"robe";
7448;"vêtement";"robe";
7449;"vêtement";"robe";
7450;"vêtement";"robe";
7451;"vêtement";"robe";
7452;"vêtement";"robe";
7453;"ajusté";"gipon";
7454;"ajusté";"gipon";
7455;"vêtement";"robe";
7456;"tête";"chaperon";
7457;"vêtement";"robe";
7458;"tête";"chaperon";
7459;"autre";"emballage";
7460;"vêtement";"robe";
7461;"vêtement";"robe";"long"
7462;"vêtement";"robe";"court"
7463;"vêtement";"robe";
7464;"vêtement";"veste";
7465;"vêtement";"veste";
7466;"vêtement";"veste";
7467;"vêtement";"veste";
7468;"vêtement";"veste";
7469;"vêtement";"veste";
7470;"vêtement";"veste";
7471;"vêtement";"veste";
7472;"vêtement";"veste";
7473;"tête";"chaperon";
7474;"vêtement";"veste";
7475;"vêtement";"veste";
7476;"vêtement";"veste";
7477;"vêtement";"veste";
7478;"sous vêtement";"chausses";
7479;"mobilier";"courtine";
7480;"mobilier";"banchier";
7481;"vêtement";"veste";
7482;"vêtement";"veste";
7483;"tête";"chaperon";
7484;"vêtement";"veste";
7485;"vêtement";"robe";
7486;"tête";"chaperon";
7487;"sous vêtement";"chausses";
7488;"vêtement";"robe";
7489;"vêtement";"robe";
7490;"vêtement";"robe";
7491;"tête";"chaperon";
7492;"sous vêtement";"chausses";
7493;"vêtement";"robe";"manche clos"
7494;"vêtement";"robe";
7495;"vêtement";"robe";"grand à manche ouvert"
7496;"vêtement";"robe";"de nuit"
7497;"ajusté";"gipon";
7498;"militaire";"gantellet";
7499;"vêtement";"robe";
7500;"ajusté";"pourpoint";
7501;"ajusté";"pourpoint";
7502;"mobilier";"linceul";
7503;"parure";"aiguillette";
7504;"tête";"chapeau";
7505;"sous vêtement";"chausses";
7506;"sous vêtement";"chausses";
7507;"vêtement";"robe";"double et freppé"
7508;"extérieur";"huque";"freppé"
7509;"sous vêtement";"chausses";
7510;"religieux";"diaque";
7511;"religieux";"subdiaque";
7512;"extérieur";"cloche";
7513;"intérieur";"cote";"juste"
7514;"tête";"chaperon";
7515;"tête";"barete";
7516;"vêtement";"robe";
7517;"vêtement";"robe";"de mai"
7518;"vêtement";"robe";
7519;"vêtement";"robe";
7520;"vêtement";"robe";
7521;"vêtement";"robe";
7522;"ajusté";"gipon";
7523;"vêtement";"veste";
7524;"vêtement";"veste";"petit"
7525;"vêtement";"veste";
7526;"autre";"sac";
7527;"ajusté";"gipon";
7528;"vêtement";"veste";
7529;"autre";"serpillère";
7530;"vêtement";"veste";
7531;"tête";"chaperon";
7532;"sous vêtement";"chausses";
7533;"vêtement";"veste";
7534;"sous vêtement";"gonelle";
7535;"sous vêtement";"chausses";
7536;"vêtement";"robe";"freppé"
7537;"tête";"chaperon";
7538;"vêtement";"robe";
7539;"vêtement";"robe";
7540;"vêtement";"robe";
7541;"vêtement";"robe";
7542;"vêtement";"robe";
7543;"autre";"devise";
7544;"sous vêtement";"gonelle";
7545;"sous vêtement";"chausses";
7546;"sous vêtement";"chausses";
7547;"tête";"chaperon";
7548;"vêtement";"robe";
7549;"vêtement";"robe";
7550;"vêtement";"robe";
7551;"vêtement";"robe";
7552;"ajusté";"pourpoint";
7553;"vêtement";"robe";
7554;"vêtement";"robe";
7555;"cheval";"tapis de sommier";
7556;"vêtement";"robe";"double"
7557;"vêtement";"robe";
7558;"broderie";"broderie";"bourelet et tresse"
7559;"vêtement";"robe";
7560;"vêtement";"robe";
7561;"mobilier";"linceul";
7562;"mobilier";"linceul";
7563;"tête";"barete";"double"
7564;"sous vêtement";"chausses";
7565;"sous vêtement";"chausses";
7566;"vêtement";"robe";"double"
7567;"sous vêtement";"chausses";
7568;"tête";"chaperon";
7569;"autre";"emballage";
7570;"parure";"aiguillette";
7571;"cheval";"garnison";
7572;"vêtement";"robe";
7573;"vêtement";"robe";
7574;"vêtement";"robe";"long"
7575;"cheval";"couverture de lit";
7576;"vêtement";"robe";"brodé devise 1 et A de S"
7577;"ajusté";"gipon";
7578;"mobilier";"couverture";
7579;"vêtement";"robe";
7580;"mobilier";"couverture";
7581;"mobilier";"couverture de coutre";
7582;"vêtement";"robe";
7583;"vêtement";"robe";
7584;"extérieur";"mantel";"freppé"
7585;"extérieur";"mantel";
7586;"vêtement";"robe";
7587;"tête";"chapeau";
